Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Status
musk-have-it,Musk Have It,"<h4><a href=""https://hibiscus-hen-gl8a.squarespace.com/gilded-exotics""><strong>A GILDED EXOTICS COLLECTION</strong></a></h4><pre><code>Inspired By: Thé Noir 29, Le Labo</code></pre><ul ><li><p ><strong>Top Notes: </strong>Fig, Bay Leaf, and Bergamot</p></li><li><p ><strong>Middle Notes: </strong>Cedar, Vetiver, and Musk</p></li><li><p ><strong>Base Notes: </strong>Tobacco and Hay</p></li></ul><p >This one’s like a slow burn you actually want—juicy fig and fresh bay leaf spark the party, while bergamot adds a zesty pop. The heart smolders with cedar, vetiver, and musk, giving it that smoky-smooth vibe. And just when you think it’s all cozy, tobacco and hay bring the sweet, spicy kick that keeps you coming back for more.</p><p ><strong>Mood:</strong>&nbsp;Spice. Woody. Polished.</p><h4><strong>Size Matters</strong></h4><p >Let us help you decide which bottle size to select based on the Whiff Maker [Diffuser] model.</p><ul ><li><p ><strong>10ml: </strong>Perfect size for <a href=""https://hibiscus-hen-gl8a.squarespace.com/machines-diffusers/p/mobile-one"">Mobile One</a> or <a href=""https://hibiscus-hen-gl8a.squarespace.com/machines-diffusers/p/mobile-two"">Mobile Two</a></p></li><li><p ><strong>150ml: </strong>Works for either <a href=""https://hibiscus-hen-gl8a.squarespace.com/machines-diffusers/p/fusion-200"">Fusion 200</a> (200ml) or <a href=""https://hibiscus-hen-gl8a.squarespace.com/machines-diffusers/p/twosome"">Twosome</a> (100ml).</p></li><li><p ><strong>500ml</strong>: Fills up <a href=""https://hibiscus-hen-gl8a.squarespace.com/machines-diffusers/p/fusion-500"">Fusion 500</a> (500ml) and <a href=""https://hibiscus-hen-gl8a.squarespace.com/machines-diffusers/p/polymer-one"">Polymer One</a> (400ml) to satisfaction, with more left for later.</p></li></ul><p >View a complete list of all machines <a href=""https://hibiscus-hen-gl8a.squarespace.com/machines-by-space-size"">here</a>.</p>",Whiffed Aromas,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Fragrance Oil,,TRUE,Size,500ml,,,,,GE-SH-500,,shopify,999,deny,manual,160.00,129.99,TRUE,TRUE,,,,,FALSE,Musk Have It,,,unisex,adult,GE-SH-500,new,TRUE,,ml,,,TRUE,,,TRUE,,,active
musk-have-it,,,,,,,,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/ca2ad9fe-175d-47f2-8653-ac40add68dab/sweet+heat+scent.png,1,Musk Have It - Image 1,,,,,,,,,,,,,,,,,,,,
musk-have-it,,,,,,,,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/b79fa117-1635-4e0e-af85-f8b02508882d/musk+have+it+bottle.jpeg,2,Musk Have It - Image 2,,,,,,,,,,,,,,,,,,,,
celestial-mischief,Celestial Mischief,"<h4 ><a href=""/gilded-exotics""><strong>A GILDED EXOTICS COLLECTION</strong></a></h4><pre><code>Inspired By: Stellar Times, Louis Vuitton</code></pre><ul ><li><p ><strong><span>Top Notes: </span></strong>White Amber</p></li><li><p ><strong><span>Middle Notes: </span></strong>Peru Balm</p></li><li><p ><strong><span>Base Notes: </span></strong>Orange Blossom</p></li></ul><p >Looks like stardust, but acts like trouble.</p><p >White amber floats in first—soft, warm, and suspiciously innocent. Then comes Peru balm, all golden glow and slow-burn seduction. Just when you’re lulled into a cosmic daydream, orange blossom crashes the party with a fresh, flirty kick.</p><p >It’s lightyears from tame. Sweet, lingers, bold, and just the right amount of scandal in space.</p><p ><strong>Mood</strong>: Radiant. Warm. Elegant.</p><h4 ><strong>Size Matters</strong></h4><p >Let us help you decide which bottle size to select based on the Whiff Maker [Diffuser] model.</p><ul ><li><p ><strong><span>10ml: </span></strong>Perfect size for <a href=""https://hibiscus-hen-gl8a.squarespace.com/machines-diffusers/p/mobile-one"">Mobile One</a> or <a href=""https://hibiscus-hen-gl8a.squarespace.com/machines-diffusers/p/mobile-two"">Mobile Two</a></p></li><li><p ><strong><span>150ml: </span></strong>Works for either <a href=""https://hibiscus-hen-gl8a.squarespace.com/machines-diffusers/p/fusion-200"">Fusion 200</a> (200ml) or <a href=""https://hibiscus-hen-gl8a.squarespace.com/machines-diffusers/p/twosome"">Twosome</a> (100ml).</p></li><li><p ><strong><span>500ml</span></strong>: Fills up <a href=""https://hibiscus-hen-gl8a.squarespace.com/machines-diffusers/p/fusion-500"">Fusion 500</a> (500ml) and <a href=""https://hibiscus-hen-gl8a.squarespace.com/machines-diffusers/p/polymer-one"">Polymer One</a> (400ml) to satisfaction, with more left for later.</p></li></ul><p >View a complete list of all machines <a href=""https://hibiscus-hen-gl8a.squarespace.com/machines-by-space-size"">here</a>.</p>",Whiffed Aromas,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Fragrance Oil,,TRUE,Size,500ml,,,,,GE-CM-500,,shopify,999,deny,manual,160.00,129.99,TRUE,TRUE,,,,,FALSE,Celestial Mischief,,,unisex,adult,GE-CM-500,new,TRUE,,ml,,,TRUE,,,TRUE,,,active
celestial-mischief,,,,,,,,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/c539a070-afeb-4cfb-a2eb-774acc4ab7ff/celestial+mischief+bottle.jpeg,1,Celestial Mischief - Image 1,,,,,,,,,,,,,,,,,,,,
celestial-mischief,,,,,,,,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/73b7f328-695b-4ff7-b312-232cba7cf8a8/celestial+mischief+scent.png,2,Celestial Mischief - Image 2,,,,,,,,,,,,,,,,,,,,
scent-blotter-pack,Scent Blotter Pack,"<p ><strong>A little foreplay for your fragrance.</strong></p><p >Not ready to commit? We like to tease too. The Whiffer Blotter Pack is your scent discovery library — a curated collection of our most irresistible oils, each flirtatiously dabbed onto blotter strips so you can sniff, swoon, and seduce at your own pace.</p><p >Whether you're shopping for your space or your alter ego, this is the no-strings-attached way to find <em>the one.</em> Or two. Or three. We don't judge.</p><p ><strong>What’s inside:</strong></p><ul ><li><p >Scent names, notes, and cheeky context to guide your sniff sesh</p></li><li><p >Comes packed and labeled like the sexy little scent library it is. </p></li><li><p >Resealable bags for whiffing resource when it’s time to reorder</p></li></ul><p ><strong>Why you’ll love it:</strong></p><ul ><li><p ><strong>No commitment issues here</strong> – Just a little sampling before the big pour.</p></li><li><p ><strong>Find your match</strong> – From clean and crisp to dark and dangerous.</p></li><li><p ><strong>Makes scents as a gift</strong> – For friends, clients, lovers… or yourself (especially yourself).</p></li></ul><p ><strong>Smell first. Fall hard later.</strong></p><p >The Blotter Pack is where your Whiffed romance begins.</p>",Whiffed Aromas,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Fragrance Oil,,TRUE,,,,,,,Blotter,,shopify,0,deny,manual,19.99,,TRUE,TRUE,,,,,FALSE,Scent Blotter Pack,,,unisex,adult,Blotter,new,TRUE,,ml,,,TRUE,,,TRUE,,,active
scent-blotter-pack,,,,,,,,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/d2837a67-eb45-4b0a-a253-aca0bb577392/blotter.jpeg,1,Scent Blotter Pack - Image 1,,,,,,,,,,,,,,,,,,,,
toxica,Toxica,"<pre><code>Inspired By: Gris, Dior</code></pre><ul ><li><p ><strong>Top Notes: </strong>Bergamot and Grapefruit</p></li><li><p ><strong>Middle Notes:</strong> Rose, Strawberry, Jasmine, Orange Blossom and Ylang-Ylang</p></li><li><p ><strong>Base Notes: </strong>Patchouli, Oakmoss, Sandalwood, Amber, Cedar and White Musk</p></li></ul><p >Starts with a hit of bergamot and grapefruit — sharp, juicy, and impossible to ignore. Then comes the sweet sting: rose, jasmine, strawberry, orange blossom, and ylang-ylang blooming with bold intent. The dry-down wraps it all in patchouli, oakmoss, sandalwood, and amber, grounded by cedar and a whisper of white musk.</p><p >Bold. Addictive. Bad for boundaries. Toxica — and proud of it.</p><p ><strong>Mood: </strong>Structured. Timeless. Crisp</p>",Whiffed Aromas,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Fragrance Oil,,TRUE,Size,500ml,,,,,DC-TX-500,,shopify,999,deny,manual,124.99,94.99,TRUE,TRUE,,,,,FALSE,Toxica,,,unisex,adult,DC-TX-500,new,TRUE,,ml,,,TRUE,,,TRUE,,,active
toxica,,,,,,,,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/5923b48e-53cd-4ed4-9779-e9be143628a1/lingering+scandal+scent.png,1,Toxica - Image 1,,,,,,,,,,,,,,,,,,,,
toxica,,,,,,,,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/dd175d7a-afb4-4917-a1b2-6d2ac9ef7f61/toxica+bottle.jpeg,2,Toxica - Image 2,,,,,,,,,,,,,,,,,,,,
unbuttoned-intentions,Unbuttoned Intentions,"<pre><code>Inspired By: Bleu, Chanel</code></pre><ul ><li><p ><strong>Top notes: </strong>Grapefruit, Lemon, Mint, Pink Pepper</p></li><li><p ><strong>Middle notes: </strong>Ginger, Nutmeg, Jasmine, Iso E Super</p></li><li><p ><strong>Base notes:</strong> Incense, Vetiver, Cedar, Sandalwood, Patchouli, Labdanum, White Musk</p></li></ul><p >Crisp citrus. Cool mint. A spark of pink pepper. Unbuttoned Intentions doesn’t ease in — it walks in late and leaves the door open. Ginger and nutmeg bring the heat, softened by jasmine and a dose of Iso E Super that clings like sweat on skin. Then the dry-down hits: incense, vetiver, and patchouli smolder beneath sandalwood, labdanum, and a low hum of musk. It’s bold, magnetic, and just the right amount of reckless.</p><p >Smells like confidence. Stays like trouble.</p><p ><strong>Mood: </strong>Fresh. Masculine. Modern.</p>",Whiffed Aromas,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Fragrance Oil,,TRUE,Size,500ml,,,,,DC-IN-500,,shopify,999,deny,manual,124.99,94.99,TRUE,TRUE,,,,,FALSE,Unbuttoned Intentions,,,unisex,adult,DC-IN-500,new,TRUE,,ml,,,TRUE,,,TRUE,,,active
unbuttoned-intentions,,,,,,,,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/f0487762-1926-4479-b0f3-7ac039be1c35/unbutton+intentions+scent.png,1,Unbuttoned Intentions - Image 1,,,,,,,,,,,,,,,,,,,,
unbuttoned-intentions,,,,,,,,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/b1b0eb6c-e5d6-4a17-92a9-941dde0dc2ff/unbuttoned+intentions+bottle.jpeg,2,Unbuttoned Intentions - Image 2,,,,,,,,,,,,,,,,,,,,
the-influencer,The Influencer,"<pre><code>Inspired By: Le Jour se Lève, Louis Vuitton</code></pre><ul ><li><p ><strong>Top notes: </strong>Grapefruit, Mandarin Orange, Orange, Bergamot, Black Currant</p></li><li><p ><strong>Middle notes: </strong>Lily-of-the-Valley, Jasmine Sambac, Green Notes, Osmanthus, Magnolia, Peony, Rose</p></li><li><p ><strong>Base notes: </strong>White Musk, Iso E Super, Vanillin, Vanilla</p></li></ul><p >Citrus hits first — grapefruit, mandarin, bergamot, and black currant bursting brighter than a ring light. Then comes the floral filter: jasmine, rose, peony, and magnolia blended smoother than a sponsored post. Vanilla, Iso E Super, and white musk finish with that soft-focus glow — addictive, algorithm-approved, and impossible to scroll past.</p><p >Built for double-taps. Backed by serious backend.</p><p >Not just trending — setting the trend.</p><p ><strong>Mood:</strong> Fresh. Polished. Romantic.</p>",Whiffed Aromas,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Fragrance Oil,,TRUE,Size,500ml,,,,,DC-TI-500,,shopify,999,deny,manual,124.99,94.99,TRUE,TRUE,,,,,FALSE,The Influencer,,,unisex,adult,DC-TI-500,new,TRUE,,ml,,,TRUE,,,TRUE,,,active
the-influencer,,,,,,,,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/fe0cbf2b-858e-405f-ba7d-697770844d12/The+Influencer+scent.png,1,The Influencer - Image 1,,,,,,,,,,,,,,,,,,,,
the-influencer,,,,,,,,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/cb379d22-25c2-47cb-ad8c-dd9808c5c8c4/the+influencer+bottle.jpeg,2,The Influencer - Image 2,,,,,,,,,,,,,,,,,,,,
clean-getaway,Clean Getaway,"<pre><code>Inspired By: Neroli Portofino, Tom Ford</code></pre><ul ><li><p ><strong>Top notes: </strong>Bergamot, Mandarin Orange, Lemon, Bitter Orange, Lavender, Rosemary, Myrtle </p></li><li><p ><strong>Middle notes: </strong>African Orange Flower, Neroli, Jasmine, Pittosporum (Orange Flower)</p></li><li><p ><strong>Base notes: </strong>Amber, Angelica, Ambrette (Musk Mallow)</p></li></ul><p >Citrus and herbs make the first move — bergamot, lemon, bitter orange, and rosemary all crisp, cool, and freshly shaven. But then comes the heat: neroli, jasmine, and orange blossom bloom with that sun-warmed, skin-close sweetness. The base lingers soft and sensual — amber, ambrette, and angelica giving it that clean-but-not-innocent finish. </p><p >It smells like its been up to something, and got away with it.</p><p ><strong>Mood: </strong>Bright. Coastal. Refined.</p>",Whiffed Aromas,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Fragrance Oil,,TRUE,Size,500ml,,,,,DC-CG-500,,shopify,999,deny,manual,124.99,94.99,TRUE,TRUE,,,,,FALSE,Clean Getaway,,,unisex,adult,DC-CG-500,new,TRUE,,ml,,,TRUE,,,TRUE,,,active
clean-getaway,,,,,,,,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/655cab20-d769-4509-9041-d983cd00faa4/Clean+Getaway+scent.png,1,Clean Getaway - Image 1,,,,,,,,,,,,,,,,,,,,
clean-getaway,,,,,,,,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/77335e3a-ddc9-4609-a605-fc426d587daf/clean+getaway+bottle.jpeg,2,Clean Getaway - Image 2,,,,,,,,,,,,,,,,,,,,
stains-alibis,Stains & Alibis,"<pre><code>Inspired By: Sur la Route, Louis Vuitton</code></pre><ul ><li><p ><strong>Top notes: </strong>Citruses (Calabrian Bergamot, Lemon, Other Citruses), Pink Pepper </p></li><li><p ><strong>Middle notes: </strong>Grass, Nutmeg, Hedione, Cardamom</p></li><li><p ><strong>Base notes: </strong>Leather, Cedar, Patchouli, Peru Balsam, Iso E Super</p></li></ul><p >Starts off fresh — citrus, pink pepper, and just enough charm to get away with it. Then the green creeps in: grass, cardamom, and nutmeg blurring the line between playful and planned. It all dries down to leather and patchouli with a soft ambered edge, thanks to Iso E Super and Peru balsam.</p><p >Smells like you’ve been rolling in the wrong kind of fun — and have the perfect excuse for it.</p><p ><strong>Mood:</strong> Vibrant. Polished. Earthy.</p>",Whiffed Aromas,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Fragrance Oil,,TRUE,Size,500ml,,,,,DC-SA-500,,shopify,999,deny,manual,124.99,94.99,TRUE,TRUE,,,,,FALSE,Stains & Alibis,,,unisex,adult,DC-SA-500,new,TRUE,,ml,,,TRUE,,,TRUE,,,active
stains-alibis,,,,,,,,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/b7829228-8814-4d78-83eb-675e90d5e91f/Stains+%26+Alibis+scent.png,1,Stains & Alibis - Image 1,,,,,,,,,,,,,,,,,,,,
stains-alibis,,,,,,,,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/698ffefb-6a7d-49d1-9e31-cdacb41456ee/stains+%26+alibis+bottle.jpeg,2,Stains & Alibis - Image 2,,,,,,,,,,,,,,,,,,,,
peel-me-later,Peel Me Later,"<pre><code>Inspired By: Oyedo, Diptyque</code></pre><ul ><li><p ><strong>Top notes: </strong>Mandarin Orange, Yuzu, Lemon, Lime</p></li><li><p ><strong>Middle notes: </strong>Thyme</p></li><li><p ><strong>Base notes: </strong>Woodsy Notes </p></li></ul><p >Lemon, lime, mandarin, and yuzu burst in like they own the place — juicy, bright, and unapologetically loud. Then thyme slips underneath, herbaceous and just a little wicked. The base? Clean woods that don’t try too hard but know exactly what they’re doing.</p><p >Fresh, flirty, and gone before you know what hit you.</p><p ><strong>Mood: </strong>Zesty. Crisp. Minimal.</p>",Whiffed Aromas,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Fragrance Oil,,TRUE,Size,500ml,,,,,DC-PML-500,,shopify,999,deny,manual,124.99,94.99,TRUE,TRUE,,,,,FALSE,Peel Me Later,,,unisex,adult,DC-PML-500,new,TRUE,,ml,,,TRUE,,,TRUE,,,active
peel-me-later,,,,,,,,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/58fe77e4-fec0-4647-8315-dbebef3fe9d9/Peel+Me+Later+scent.png,1,Peel Me Later - Image 1,,,,,,,,,,,,,,,,,,,,
peel-me-later,,,,,,,,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/14634ab4-e406-4142-a6e5-707b82feffa5/peel+me+later+bottle.jpeg,2,Peel Me Later - Image 2,,,,,,,,,,,,,,,,,,,,
glacial-intent,Glacial Intent,"<pre><code>Inspired By: Silver Mountain Water, Creed</code></pre><ul ><li><p ><strong>Top notes: </strong>Bergamot, Mandarin Orange, Neroli</p></li><li><p ><strong>Middle notes: </strong>Green Tea, Blackcurrant </p></li><li><p ><strong>Base notes: </strong>Musk, Sandalwood, Petitgrain, Galbanum</p></li></ul><p >Icy citrus and blackcurrant hit first — sharp, clean, and hard to read. Then comes the green tea drift, smooth and cool like it’s keeping secrets. Musk and sandalwood follow close behind, softening the edges but never losing the chill.</p><p >Fresh, controlled, and quietly disarming.</p><p ><strong>Mood: </strong>Bright. Herbal. Composed.</p>",Whiffed Aromas,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Fragrance Oil,,TRUE,Size,500ml,,,,,DC-GI-500,,shopify,999,deny,manual,124.99,94.99,TRUE,TRUE,,,,,FALSE,Glacial Intent,,,unisex,adult,DC-GI-500,new,TRUE,,ml,,,TRUE,,,TRUE,,,active
glacial-intent,,,,,,,,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/67f0a54e-6bd2-4c05-b84a-528a14628c99/Glacial+Intent+scent.png,1,Glacial Intent - Image 1,,,,,,,,,,,,,,,,,,,,
glacial-intent,,,,,,,,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/a8f6a1d1-bfdc-484e-a6b2-cfc24903504e/glacial+intent+bottle.jpeg,2,Glacial Intent - Image 2,,,,,,,,,,,,,,,,,,,,
woods-for-thought,Woods For Thought,"<pre><code>Inspired By: H24, Hermès</code></pre><ul ><li><p ><strong>Top Notes: </strong>Sandalwood, Leather</p></li><li><p ><strong>Middle Notes: </strong>Papyrus, Virginia Cedar, Cardamom</p></li><li><p ><strong>Base Notes: </strong>Violet, Iris, Amber</p></li></ul><p >Starts off like it’s got its life together—clean, crisp clary sage with a hint of smug. Rosewood follows, smooth and buttoned-up, but narcissus flashes a little skin. Then it all unravels—moss, amber, and woods take over, warm, dirty, and way too easy to say yes to.</p><p >Smells like brains, brawn, and just enough bad idea to keep things interesting.</p><p ><strong>Mood: </strong>Smooth. Woody. Sophisticated.</p>",Whiffed Aromas,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Fragrance Oil,,TRUE,Size,500ml,,,,,DC-WFT-500,,shopify,999,deny,manual,124.99,94.99,TRUE,TRUE,,,,,FALSE,Woods For Thought,,,unisex,adult,DC-WFT-500,new,TRUE,,ml,,,TRUE,,,TRUE,,,active
woods-for-thought,,,,,,,,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/d63866b1-10cc-4d59-a2d5-df77ce6e9e1a/Woods+For+Thought+scent.png,1,Woods For Thought - Image 1,,,,,,,,,,,,,,,,,,,,
woods-for-thought,,,,,,,,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/db62245e-81f9-4890-baca-13c2270284e1/woods+for+thought+bottle.jpeg,2,Woods For Thought - Image 2,,,,,,,,,,,,,,,,,,,,
big-d,Big D,"<pre><code>Inspired By: Explorer, Montblanc</code></pre><ul ><li><p ><strong>Top notes: </strong>Bergamot, Pink Pepper, Clary Sage</p></li><li><p ><strong>Middle notes: </strong>Haitian Vetiver, Leather</p></li><li><p ><strong>Base notes: </strong>Ambroxan, Akigalawood, Indonesian Patchouli Leaf, Cacao Pod</p></li></ul><p >This one walks in and owns the room. Bergamot and pink pepper bring the bite, clary sage smooths it out like a tailored smirk. Then comes that quiet authority: Haitian vetiver and leather, grounded and unapologetic. The dry-down lingers with ambroxan, patchouli, and cacao — dark, warm, and magnetic in all the right ways.</p><p >It’s not about size. It’s about presence. Big D. As in Demeanor… obviously.</p><p ><strong>Mood:</strong> Fresh, Comforting, Confident</p>",Whiffed Aromas,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Fragrance Oil,OILS,TRUE,Size,500ml,,,,,DC-BD-500,,shopify,999,deny,manual,124.99,94.99,TRUE,TRUE,,,,,FALSE,Big D,,,unisex,adult,DC-BD-500,new,TRUE,,ml,,,TRUE,,,TRUE,,,active
big-d,,,,,,,,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/feeee0c3-a374-4c43-af0e-667d1f6a47ce/Big+D+Scent.png,1,Big D - Image 1,,,,,,,,,,,,,,,,,,,,
big-d,,,,,,,,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/0db66cd7-d398-4490-bcd4-5e829441f792/big+d+bottle.jpeg,2,Big D - Image 2,,,,,,,,,,,,,,,,,,,,
sweet-on-arrival,Sweet On Arrival,"<pre><code>Inspired By: Acqua di Gioia, Giorgio Armani</code></pre><ul ><li><p ><strong>Top notes: </strong>Lemon (Primofiore Amalfi Lemon), Mint (Crushed Mint Leaves)</p></li><li><p ><strong>Middle notes: </strong>Water Jasmine, Peony, Pink Pepper</p></li><li><p ><strong>Base notes: </strong>Cedarwood, Brown Sugar, Labdanum</p></li></ul><p >It opens like a flirt — zesty Amalfi lemon and mint that’s more lips than leaves. Then the bloom hits: water jasmine, peony, and pink pepper giving soft, dewy trouble. The base? Cedarwood and labdanum, warmed by brown sugar that melts just enough to make things interesting.</p><p >Fresh, flirty, and already three steps ahead of you.</p><p ><strong>Mood: </strong>Crisp. Aquatic. Balanced.</p>",Whiffed Aromas,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Fragrance Oil,,TRUE,Size,500ml,,,,,DC-SOA-500,,shopify,999,deny,manual,124.99,94.99,TRUE,TRUE,,,,,FALSE,Sweet On Arrival,,,unisex,adult,DC-SOA-500,new,TRUE,,ml,,,TRUE,,,TRUE,,,active
sweet-on-arrival,,,,,,,,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/922ff6dd-885f-46d1-8a39-9460457de9fe/Sweet+On+Arrival+scent.png,1,Sweet On Arrival - Image 1,,,,,,,,,,,,,,,,,,,,
sweet-on-arrival,,,,,,,,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/338da517-e193-49cc-8c51-19c32af3caf2/sweet+on+arrival+bottle.jpeg,2,Sweet On Arrival - Image 2,,,,,,,,,,,,,,,,,,,,
velvet-vice,Velvet Vice,"<h4 ><a href=""https://www.whiffedaromas.com/gilded-exotics""><strong>A GILDED EXOTICS COLLE</strong></a><a href=""https://hibiscus-hen-gl8a.squarespace.com/gilded-exotics""><strong>CTION</strong></a></h4><pre><code>Inspired By: Blanc, Lacoste</code></pre><ul ><li><p ><strong><span>Top Notes: </span></strong><span>Grapefruit, Rosemary, and Cardamom</span></p></li><li><p ><strong><span>Middle Notes: </span></strong><span>Ylang-Ylang and Tuberose</span></p></li><li><p ><strong><span>Base Notes: </span></strong><span>Suede, Virginia Cedar, Vetiver, and Leather</span></p></li></ul><p >Starts off all charm—grapefruit snaps, rosemary teases, and cardamom purrs. But don’t be fooled by the fresh talk. Ylang-ylang and tuberose roll in next, lush and a little too hands-on, turning the scent downright flirtatious. Then comes the real kink: suede, vetiver, cedar, and leather melt together into a slow, bright seduction that clings like a secret you don’t want forgiven.</p><p >Clean cut up top. All trouble underneath.</p><p ><strong>Mood: </strong>Bright. Smooth. Zesty</p><h4 ><strong>Size Matters</strong></h4><p >Let us help you decide which bottle size to select based on the Whiff Maker [Diffuser] model.</p><ul ><li><p ><strong><span>10ml: </span></strong>Perfect size for <a href=""https://hibiscus-hen-gl8a.squarespace.com/machines-diffusers/p/mobile-one"">Mobile One</a> or <a href=""https://hibiscus-hen-gl8a.squarespace.com/machines-diffusers/p/mobile-two"">Mobile Two</a></p></li><li><p ><strong><span>150ml: </span></strong>Works for either <a href=""https://hibiscus-hen-gl8a.squarespace.com/machines-diffusers/p/fusion-200"">Fusion 200</a> (200ml) or <a href=""https://hibiscus-hen-gl8a.squarespace.com/machines-diffusers/p/twosome"">Twosome</a> (100ml).</p></li><li><p ><strong><span>500ml</span></strong>: Fills up <a href=""https://hibiscus-hen-gl8a.squarespace.com/machines-diffusers/p/fusion-500"">Fusion 500</a> (500ml) and <a href=""https://hibiscus-hen-gl8a.squarespace.com/machines-diffusers/p/polymer-one"">Polymer One</a> (400ml) to satisfaction, with more left for later.</p></li></ul><p >View a complete list of all machines <a href=""https://hibiscus-hen-gl8a.squarespace.com/machines-by-space-size"">here</a>.</p>",Whiffed Aromas,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Fragrance Oil,,TRUE,Size,500ml,,,,,GE-VV-500,,shopify,999,deny,manual,160.00,129.99,TRUE,TRUE,,,,,FALSE,Velvet Vice,,,unisex,adult,GE-VV-500,new,TRUE,,ml,,,TRUE,,,TRUE,,,active
velvet-vice,,,,,,,,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/6bdcd526-5fa1-4416-bf39-8e90e091e066/Velvet+Vice.png,1,Velvet Vice - Image 1,,,,,,,,,,,,,,,,,,,,
velvet-vice,,,,,,,,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/5df14280-9504-46d9-b008-1d9f9b97f108/velvet+vice+bottle.jpeg,2,Velvet Vice - Image 2,,,,,,,,,,,,,,,,,,,,
